timestamp_s,lf_heel_l_N,lf_heel_r_N,lf_mid_l_N,lf_mid_r_N,lf_toe_l_N,lf_toe_c_N,lf_toe_r_N,rf_heel_l_N,rf_heel_r_N,rf_mid_l_N,rf_mid_r_N,rf_toe_l_N,rf_toe_c_N,rf_toe_r_N
2.280,42.367,46.072,31.360,28.279,1.350,0.477,3.628,0.000,0.000,0.000,2.584,0.000,0.000,0.000
2.290,36.797,38.125,30.773,28.029,2.552,0.881,3.940,0.000,0.000,0.000,1.213,0.000,0.067,0.000
2.300,31.693,29.711,28.271,27.931,3.586,1.751,3.550,0.000,0.000,0.301,0.176,0.000,0.202,0.000
2.310,26.942,23.628,24.385,26.859,4.437,2.860,4.022,0.000,0.212,2.307,0.000,0.266,0.000,0.000
2.320,23.286,20.665,20.411,24.570,5.560,4.802,6.211,0.000,0.045,2.424,0.000,0.506,0.000,0.000
2.330,20.678,19.098,17.698,21.694,7.853,8.554,9.793,0.000,0.000,0.375,0.000,0.000,0.000,0.000
2.340,17.744,16.876,16.444,18.621,12.066,14.307,13.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
2.350,13.600,13.513,15.402,15.115,18.040,21.236,18.447,0.487,0.000,0.000,0.000,0.000,0.000,0.000
2.360,9.320,9.954,13.330,11.103,24.726,28.725,23.564,1.627,0.000,0.305,1.222,1.227,0.621,0.838
2.370,6.579,7.483,10.350,7.410,31.139,37.459,29.722,2.364,0.000,1.225,1.885,1.167,1.219,1.943
2.380,5.483,6.749,7.497,5.274,37.250,48.681,36.912,1.899,0.000,0.000,1.188,0.000,0.663,1.921
2.390,4.875,7.148,5.535,4.977,43.939,62.537,44.877,0.386,0.000,0.000,0.000,0.000,0.000,0.833
2.400,4.200,7.136,4.602,5.253,52.210,77.866,53.349,0.000,0.545,0.000,0.000,0.000,0.000,0.000
2.410,3.747,5.701,4.369,4.472,62.413,93.483,62.106,0.000,2.258,0.000,0.000,0.000,0.000,0.000
2.420,3.322,3.517,4.170,2.363,73.922,108.808,71.012,0.000,2.604,0.855,0.079,2.055,0.000,0.759
2.430,2.132,2.142,3.519,0.199,85.202,123.290,79.828,0.000,0.884,1.353,1.217,2.699,0.000,1.721
2.440,0.252,2.132,2.674,0.000,94.225,135.998,87.738,0.000,0.000,0.189,1.068,2.663,0.350,2.119
2.450,0.000,2.444,2.120,0.000,99.452,145.919,93.450,0.000,0.000,0.000,0.281,3.245,0.777,1.771
2.460,0.000,1.779,1.642,0.462,100.929,152.317,96.313,0.000,0.000,0.000,0.000,4.058,0.265,0.522
2.470,1.011,0.054,0.646,0.311,100.079,154.855,97.074,0.000,0.004,0.000,0.000,3.715,0.000,0.000
2.480,1.537,0.000,0.000,0.000,98.202,153.628,96.821,0.000,2.825,0.148,0.000,2.031,0.095,0.000
2.490,1.043,0.000,0.000,0.000,95.592,148.953,95.286,0.865,2.453,0.151,0.000,0.472,0.845,0.000
2.500,1.102,0.000,0.163,0.000,91.933,140.904,91.092,0.000,0.000,0.000,0.000,0.426,1.038,0.012
2.510,2.379,1.446,2.213,0.261,86.545,129.190,83.842,0.000,0.000,0.000,0.000,1.716,0.279,1.479
2.520,3.241,2.929,3.082,0.185,78.431,113.907,75.024,1.300,0.000,0.000,0.000,2.939,0.000,0.971
2.530,2.086,2.899,1.754,0.000,67.545,96.582,66.404,15.544,15.485,0.000,1.019,2.830,0.000,0.000
2.540,0.000,1.229,0.000,0.000,56.131,79.960,58.394,37.888,39.195,0.000,0.920,1.264,0.105,0.000
2.550,0.000,0.000,0.000,0.000,47.179,65.989,50.580,59.080,60.580,0.000,0.000,0.000,0.690,0.000
2.560,0.000,0.000,0.000,0.000,40.975,53.950,42.870,71.913,73.418,0.000,0.000,0.000,0.697,0.000
2.570,0.854,0.000,0.000,0.479,34.444,41.330,35.072,76.971,79.242,0.000,0.000,0.000,0.517,0.000
2.580,1.691,2.083,0.000,1.226,24.730,27.078,26.224,79.609,83.012,0.000,0.000,0.000,0.610,0.000
2.590,1.053,2.660,0.028,0.728,12.920,13.492,16.106,83.655,87.600,0.537,0.000,1.171,1.194,0.000
2.600,0.000,0.991,1.802,0.048,3.330,4.180,6.978,88.971,92.745,0.025,0.000,2.242,2.213,0.573
2.610,0.000,0.000,2.343,0.034,0.000,0.357,1.775,93.512,96.990,0.000,0.446,2.246,2.986,2.329
2.620,0.000,0.000,1.239,0.224,0.000,0.041,0.578,96.227,99.388,0.000,2.167,1.053,2.435,2.423
2.630,0.000,1.656,0.000,0.000,0.000,0.734,0.632,97.885,99.932,1.320,3.840,0.000,0.297,1.088
2.640,0.000,3.205,0.000,0.000,0.000,1.609,0.000,99.584,99.163,4.655,4.501,0.000,0.000,0.251
2.650,0.000,2.511,0.000,0.000,0.000,2.778,0.000,101.085,97.725,7.248,3.800,1.572,0.000,0.876
2.660,0.000,0.552,1.188,0.000,0.000,3.730,0.000,101.023,96.010,8.208,3.005,2.848,0.000,1.744
2.670,0.000,0.000,2.245,0.000,0.000,3.400,0.000,98.484,93.774,8.075,3.963,2.396,0.000,1.224
2.680,0.000,0.000,2.328,0.392,0.000,1.502,0.000,93.740,90.279,8.021,7.112,1.031,0.000,0.000
2.690,0.000,0.244,1.746,2.023,0.000,0.000,0.000,87.540,85.267,9.105,11.048,0.513,1.367,0.000
2.700,0.912,0.253,0.982,2.913,0.000,0.000,0.967,80.367,79.411,11.789,14.043,1.330,1.547,0.000
2.710,0.964,0.006,0.048,2.560,0.000,0.000,0.840,72.571,73.393,15.593,15.621,2.471,0.080,0.000
2.720,0.280,0.094,0.000,1.186,0.000,1.810,0.000,64.737,67.070,19.341,16.672,2.939,0.000,0.000
2.730,0.000,0.613,0.000,0.000,0.000,1.656,0.000,57.562,60.030,21.966,18.287,2.781,0.000,0.000
2.740,0.000,1.360,0.000,0.000,0.308,0.000,0.000,51.328,52.411,23.186,20.511,2.655,0.000,0.000
2.750,0.000,2.025,0.379,0.000,1.012,0.000,0.000,45.614,44.747,23.633,22.249,2.890,0.000,1.865
2.760,0.000,2.220,0.851,0.000,0.946,0.000,0.000,39.777,37.446,24.223,22.443,3.309,0.000,3.223
2.770,0.000,1.808,0.000,0.000,0.259,0.000,0.000,33.804,30.789,25.023,21.223,3.894,0.000,3.199
2.780,0.000,1.023,0.000,0.077,0.000,0.000,0.000,28.339,25.127,24.858,19.793,5.022,0.000,2.623
2.790,0.000,0.030,0.000,0.554,0.233,0.268,0.000,23.652,20.672,22.536,19.237,6.640,0.795,2.785
2.800,0.660,0.000,0.000,0.728,1.061,0.644,0.000,19.141,17.115,18.367,19.467,7.807,2.264,3.897
2.810,2.028,0.000,1.951,0.752,1.578,0.651,0.000,14.431,13.710,14.011,19.196,7.948,4.752,5.619
2.820,2.404,0.000,2.681,0.462,1.604,0.406,0.000,10.373,10.037,10.920,16.984,8.326,8.734,8.402
2.830,1.410,0.000,1.387,0.000,1.441,0.000,2.406,8.008,6.710,9.320,12.596,11.271,14.003,13.132
2.840,0.000,0.000,0.000,0.000,1.181,0.000,3.410,6.942,4.842,8.424,7.432,17.765,20.510,19.536
2.850,0.000,0.707,0.000,0.000,0.578,0.000,2.552,5.839,4.475,7.193,3.485,26.386,28.768,25.915
2.860,0.000,0.251,0.000,0.000,0.000,0.238,0.850,4.212,4.172,5.163,1.735,34.747,39.140,30.976
2.870,0.174,0.000,0.762,0.537,0.000,3.261,0.000,2.672,2.789,2.950,1.636,41.505,51.338,35.490
2.880,0.475,0.000,1.694,1.735,0.000,4.156,0.197,1.639,1.020,1.671,2.096,46.867,64.793,41.506
2.890,0.000,0.000,1.474,1.129,0.000,2.768,1.295,0.891,0.397,1.726,2.548,51.853,78.920,49.970
2.900,0.000,0.000,1.279,0.000,0.000,0.889,2.050,0.376,1.121,2.483,2.869,57.430,92.716,59.527
2.910,0.000,0.000,1.615,0.000,0.000,0.000,2.033,0.469,1.690,3.074,2.791,63.669,104.419,67.527
2.920,0.000,0.000,1.691,0.000,1.752,0.000,1.387,1.149,0.835,2.925,2.010,69.162,111.958,71.971
2.930,0.397,0.000,0.866,0.864,4.036,0.000,0.233,1.610,0.000,1.738,0.880,71.920,113.951,72.723
2.940,2.279,0.786,0.000,1.559,4.332,0.000,0.000,1.157,0.000,0.000,0.424,71.385,110.489,71.039
2.950,2.364,0.956,0.000,0.281,2.414,0.000,0.000,0.195,0.000,0.000,1.213,68.823,103.048,67.975
2.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.105,0.000,2.368,65.252,93.440,63.528
2.970,0.000,0.000,0.000,0.000,0.000,0.000,0.350,0.373,1.193,0.000,2.265,59.975,82.620,57.349
2.980,1.350,0.000,0.000,0.000,0.000,0.000,1.797,1.127,0.000,0.000,0.570,51.971,70.548,49.768
2.990,22.528,22.291,0.000,0.000,0.000,0.000,1.735,1.501,0.000,1.723,0.000,41.995,57.255,41.798
3.000,54.055,54.923,0.000,1.083,1.297,0.000,0.092,1.780,0.000,3.348,0.000,32.114,43.643,34.269
3.010,82.055,82.114,0.000,0.988,2.061,0.000,0.000,1.984,0.000,3.574,1.146,23.332,30.769,27.041
3.020,97.377,95.918,0.482,0.024,1.705,1.120,0.000,1.297,0.766,2.153,2.035,15.054,18.900,19.209
3.030,102.830,101.168,0.536,0.000,0.387,0.830,0.000,0.000,1.018,0.000,1.069,7.372,8.403,10.496
3.040,106.819,106.497,0.000,0.807,0.000,0.137,0.000,0.000,0.895,0.000,0.000,2.289,1.035,2.312
3.050,113.652,114.878,0.000,2.243,0.000,0.000,0.000,0.000,1.045,0.000,0.000,1.289,0.000,0.000
3.060,121.639,123.686,0.185,2.783,0.203,0.000,0.000,0.000,1.141,0.000,0.258,2.705,0.000,0.000
3.070,127.817,129.930,1.084,2.654,2.244,0.000,0.000,0.061,0.317,0.000,1.049,3.125,0.327,0.000
3.080,131.725,133.231,1.748,2.922,4.196,0.000,0.087,0.000,0.000,0.112,0.820,1.133,0.000,0.000
3.090,134.855,135.272,2.119,3.804,5.110,0.000,0.059,0.000,0.000,0.751,0.000,0.000,0.000,1.886
3.100,138.240,137.691,2.360,4.581,4.033,0.000,0.204,0.000,0.000,1.506,0.000,0.000,0.000,3.096
3.110,141.364,140.357,2.703,4.823,0.997,1.305,0.902,0.000,1.080,1.713,0.000,0.000,0.913,2.959
3.120,142.976,141.626,3.717,4.783,0.000,0.966,1.503,0.000,3.299,0.986,0.254,0.767,1.729,1.960
3.130,142.321,140.295,5.982,4.821,0.000,0.000,1.297,0.284,3.705,0.000,0.685,2.949,0.000,0.663
3.140,139.558,136.750,9.181,5.176,0.000,0.000,0.918,2.365,2.154,0.000,0.000,4.034,0.000,0.000
3.150,135.336,132.313,12.082,6.144,1.950,0.000,1.448,3.346,0.050,0.000,0.000,3.235,0.000,0.000
3.160,130.223,128.251,13.826,7.871,3.650,0.000,2.384,2.819,0.000,0.000,0.000,0.774,0.000,0.000
3.170,124.448,125.004,14.872,10.151,3.408,0.387,2.081,1.392,0.000,0.554,1.813,0.000,2.671,0.175
3.180,118.053,121.354,16.340,12.794,2.369,0.000,0.367,0.155,0.880,0.936,3.433,0.000,2.922,1.654
3.190,111.207,114.977,18.729,15.866,1.452,0.000,0.000,0.000,1.177,0.067,3.305,2.596,0.857,2.534
3.200,104.238,105.101,21.677,19.189,0.428,1.177,0.000,0.000,0.725,0.000,2.069,5.302,0.000,2.612
3.210,97.190,94.168,24.607,22.004,0.000,3.460,0.254,0.000,0.403,0.000,0.839,4.898,0.000,2.106
3.220,89.523,85.559,26.944,23.737,0.000,4.332,0.176,0.000,0.436,0.000,0.039,2.122,0.000,1.339
3.230,80.778,79.830,28.095,24.876,0.000,2.784,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.513
3.240,71.675,74.332,28.142,26.478,0.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
3.250,63.817,66.641,28.352,28.850,0.000,0.000,0.000,0.000,0.000,0.327,0.253,0.731,0.695,0.000
3.260,57.877,57.324,29.980,31.258,0.000,0.000,1.357,0.000,0.000,1.594,0.698,1.250,1.886,0.000
3.270,52.681,48.845,32.519,32.818,0.000,0.000,2.542,0.000,0.000,2.530,0.243,0.495,1.843,0.000
3.280,46.561,42.501,33.899,33.109,0.000,0.031,3.242,0.000,0.196,2.467,0.000,0.000,1.464,0.000
3.290,39.174,37.437,32.532,31.990,0.000,1.311,3.632,0.000,3.204,1.439,0.000,0.000,1.756,0.315
3.300,31.737,32.616,28.792,29.538,2.905,2.549,4.032,1.409,4.301,0.271,0.000,0.000,2.388,1.362
3.310,25.795,28.370,24.505,26.367,5.617,3.921,4.592,2.264,3.104,0.000,0.000,0.000,2.372,1.593
3.320,21.865,25.122,21.287,23.425,7.275,5.074,5.384,0.000,0.990,0.495,0.978,0.000,1.695,1.601
3.330,19.085,21.737,19.403,21.183,7.876,6.052,6.820,0.000,0.000,0.994,2.225,0.000,1.179,1.481
3.340,16.182,16.770,18.010,19.329,9.081,8.296,9.871,0.000,0.396,0.359,1.495,0.000,0.952,0.445
3.350,12.797,11.036,16.209,17.294,13.215,13.690,15.550,0.000,1.562,0.000,0.000,0.000,0.254,0.000
3.360,9.646,7.320,13.741,14.713,20.833,22.691,23.731,0.917,1.668,0.000,0.000,1.119,0.000,0.000
3.370,7.367,7.133,10.906,11.515,30.068,34.121,32.584,3.700,0.119,0.000,0.908,1.867,0.000,0.000
3.380,5.765,8.726,8.134,8.099,38.676,46.713,40.143,3.899,0.000,1.784,1.936,0.835,0.000,1.438
3.390,4.408,8.943,5.751,5.427,46.125,60.254,46.665,2.797,0.000,2.341,1.171,0.000,0.000,5.030
3.400,3.312,6.587,3.969,4.379,53.501,75.186,54.335,2.554,0.000,1.303,0.000,0.000,0.143,4.932
3.410,2.638,3.300,2.836,4.677,61.896,91.487,64.147,3.423,0.000,0.000,0.000,1.185,0.000,1.205
3.420,2.225,1.324,2.204,4.868,71.276,108.155,74.232,3.515,0.171,0.000,0.000,1.571,0.000,0.000
3.430,1.718,1.223,1.869,3.862,80.696,123.747,82.129,1.420,0.512,0.052,0.000,0.000,0.000,0.000
3.440,0.811,2.067,1.664,2.206,89.040,137.199,87.771,0.000,0.316,1.652,0.819,0.000,0.430,0.308
3.450,0.000,2.937,1.346,1.261,95.343,147.792,92.928,0.000,0.000,2.578,2.197,0.000,1.791,2.781
3.460,0.000,3.445,0.706,1.410,98.880,154.519,98.082,0.000,0.000,1.679,3.740,0.000,2.298,2.580
3.470,0.000,3.241,0.063,1.787,99.468,156.324,101.260,1.322,0.000,0.000,4.027,0.961,1.667,0.784
3.480,0.000,2.057,0.193,1.660,97.541,153.181,100.416,3.387,0.000,0.000,2.793,2.357,0.426,0.000
3.490,0.000,0.365,1.134,1.221,93.590,146.270,95.930,1.593,0.000,0.000,1.660,1.158,0.000,0.707
3.500,2.190,0.000,1.554,0.775,87.816,136.859,89.905,0.000,0.000,0.000,1.774,0.000,0.000,1.607
3.510,3.373,0.000,0.258,0.000,80.680,125.461,83.609,0.000,0.000,0.000,1.978,0.000,0.000,0.928
3.520,2.575,0.097,0.000,0.000,73.201,112.083,76.649,0.000,0.000,0.000,0.647,0.000,0.000,0.000
3.530,0.579,0.373,0.000,0.000,65.964,96.863,68.438,15.852,16.821,0.000,0.000,0.000,0.000,0.000
3.540,0.000,0.000,0.000,0.000,58.371,80.605,59.398,41.280,42.279,0.115,0.000,0.750,0.000,0.000
3.550,0.000,0.000,0.410,0.000,49.738,64.894,50.501,62.831,63.302,0.000,0.466,1.585,2.248,0.000
3.560,0.000,0.000,0.240,1.122,40.602,51.064,42.315,74.197,72.899,0.000,2.662,1.311,3.052,0.000
3.570,0.000,0.000,0.000,1.336,31.966,38.696,34.538,77.721,75.491,0.000,2.413,0.817,1.994,0.000
3.580,0.000,0.000,0.000,1.005,23.828,26.138,26.088,79.316,78.837,0.000,0.515,0.990,0.106,0.000
3.590,0.128,0.000,0.000,1.424,15.685,13.347,16.458,82.577,84.848,0.000,0.000,1.590,0.000,0.378
3.600,1.165,0.000,0.000,2.564,8.187,3.110,7.527,87.847,90.519,0.074,1.026,1.550,0.000,0.587
3.610,2.013,0.000,1.338,3.214,2.952,0.000,2.533,93.941,94.208,2.275,2.850,0.219,0.000,0.000
3.620,1.978,0.000,2.016,2.523,0.531,0.000,2.159,99.197,97.328,3.536,3.525,0.000,0.000,0.000
3.630,1.228,0.000,2.788,0.763,0.000,0.000,3.268,102.042,100.789,3.480,3.126,0.000,0.000,0.000
3.640,0.509,0.000,3.557,0.000,0.000,0.000,2.693,101.891,102.897,2.709,2.644,0.000,0.000,0.132
3.650,0.284,1.369,2.647,0.000,0.000,0.515,0.691,99.670,101.601,2.678,2.674,0.095,1.276,1.268
3.660,0.323,1.809,0.000,0.278,0.000,0.631,0.000,97.078,97.211,4.425,3.464,2.218,3.701,1.702
3.670,0.038,1.117,0.000,2.185,0.648,0.000,0.000,95.128,91.931,7.419,5.345,2.151,5.482,1.526
3.680,0.000,0.078,0.000,2.343,2.057,0.000,0.000,93.171,87.493,10.264,8.419,0.506,5.829,1.316
3.690,0.000,0.000,0.000,0.418,2.246,0.000,0.000,89.492,83.846,12.401,12.143,0.000,4.794,1.368
3.700,0.000,0.000,0.000,0.000,1.351,0.000,0.000,83.203,79.641,14.340,15.596,0.602,2.990,1.703
3.710,1.818,0.705,1.260,0.000,0.111,0.913,0.000,75.344,73.613,16.322,18.139,1.916,1.214,2.239
3.720,3.841,1.989,2.276,0.000,0.000,0.989,0.000,67.576,65.808,17.873,19.827,1.493,0.061,2.519
3.730,4.220,1.552,2.545,0.000,0.000,0.000,0.000,60.262,57.617,18.950,21.147,0.000,0.000,1.732
3.740,2.874,0.000,2.138,0.000,0.000,0.000,0.000,52.709,50.303,20.371,22.263,0.000,0.000,0.000
3.750,1.410,0.000,1.384,0.000,0.000,0.000,0.000,44.977,43.684,22.466,22.812,0.000,0.000,0.000
3.760,1.347,0.000,0.906,0.000,0.000,2.229,0.000,38.153,37.016,24.142,22.712,0.363,0.000,0.000
3.770,2.267,0.000,1.248,0.000,0.000,2.984,0.000,32.656,30.919,24.075,22.596,1.722,0.000,0.517
3.780,2.334,0.000,2.160,0.807,0.000,1.829,0.801,27.524,26.906,22.416,22.856,1.770,0.000,2.801
3.790,0.593,1.660,2.443,0.735,1.549,0.201,2.255,22.088,24.716,20.535,22.668,2.057,0.641,3.395
3.800,0.000,2.920,1.171,0.000,2.921,0.000,1.761,17.386,21.804,19.157,20.709,4.026,2.758,3.021
3.810,0.000,3.494,0.000,0.000,2.431,0.000,0.418,14.778,16.446,17.486,16.780,6.948,4.584,3.699
3.820,0.000,3.345,0.000,0.000,0.624,0.000,0.000,13.779,10.208,14.452,12.338,9.123,6.415,6.230
3.830,0.000,2.433,0.000,0.000,0.000,0.000,0.000,12.527,6.148,10.294,9.303,10.676,9.876,9.802
3.840,0.000,0.850,1.355,0.000,0.000,0.000,0.000,10.122,5.290,6.462,8.265,13.896,16.551,13.837
3.850,0.484,0.000,1.568,0.000,0.000,0.385,0.000,7.353,5.983,4.187,7.926,20.467,26.527,19.101
3.860,2.700,0.000,0.449,1.168,0.000,0.302,0.000,5.296,6.223,3.477,6.620,29.263,38.623,26.640
3.870,3.571,0.180,0.000,2.534,0.000,0.140,0.000,4.298,5.398,3.405,4.243,37.721,51.663,36.154
3.880,2.339,0.748,0.000,3.073,0.000,0.334,0.000,4.153,4.001,3.127,2.059,44.965,65.010,45.833
3.890,0.000,0.000,0.000,2.736,0.667,0.739,0.370,4.184,2.730,2.571,0.783,52.421,78.184,53.862
3.900,0.000,0.000,0.000,1.935,4.167,1.094,0.961,3.322,1.925,2.187,0.000,61.106,90.603,59.883
3.910,0.000,0.000,0.000,1.084,5.113,1.142,0.236,1.191,1.352,2.093,0.000,69.445,101.628,64.694
3.920,0.097,0.000,0.000,0.526,2.716,0.670,0.000,0.000,0.579,1.744,0.000,74.590,110.274,68.729
3.930,2.450,0.754,0.000,0.580,0.000,0.013,0.000,0.000,0.000,0.590,0.205,75.221,114.809,71.220
3.940,3.439,2.813,0.000,1.065,0.000,0.000,0.000,0.000,0.000,0.000,1.740,72.213,113.474,70.866
3.950,1.495,2.755,0.149,1.165,0.355,0.655,1.011,0.000,0.697,0.000,1.739,67.087,106.137,67.143
3.960,0.000,0.000,0.111,0.482,1.377,1.012,2.123,0.000,1.576,0.000,0.000,60.698,94.753,60.974
3.970,0.000,0.000,0.000,0.000,0.202,0.212,1.880,0.000,1.112,0.000,0.000,53.352,81.735,54.015
3.980,0.855,3.219,0.000,0.205,0.000,0.000,0.502,0.805,0.000,0.000,0.000,45.510,68.292,47.249
3.990,22.602,24.480,0.000,0.875,0.000,0.000,0.000,2.358,0.000,0.000,0.991,37.991,54.761,40.547
4.000,53.512,55.929,0.000,0.336,0.613,0.000,0.000,2.126,0.072,0.000,1.755,31.327,41.825,33.455
4.010,80.640,83.606,0.000,0.000,1.825,0.064,0.000,1.184,2.458,0.611,0.000,25.059,30.359,25.938
4.020,95.811,97.924,0.000,0.000,0.807,1.126,0.000,0.708,4.085,0.230,0.000,18.168,20.322,18.395
4.030,101.674,101.624,1.115,0.000,0.000,1.872,0.000,0.649,4.036,0.000,0.000,10.576,11.215,11.449
4.040,105.641,103.817,2.475,1.623,0.000,1.907,0.000,0.425,3.045,0.000,0.000,3.802,3.821,5.756
4.050,111.688,109.983,2.597,1.997,0.000,1.094,0.000,0.000,2.226,0.000,0.640,0.000,0.000,1.762
4.060,119.233,119.122,1.650,0.567,0.000,0.075,0.000,0.000,1.847,0.000,0.695,0.000,0.000,0.000
4.070,126.522,127.619,0.829,0.000,0.000,0.000,0.000,0.000,1.601,0.000,0.000,0.000,1.117,0.000
4.080,132.436,133.396,0.967,0.409,0.000,0.500,0.000,0.118,1.489,0.000,0.000,0.583,0.477,0.205
4.090,136.226,136.806,1.637,2.147,0.000,1.409,0.120,1.050,1.658,0.000,0.000,1.428,0.000,1.577
4.100,137.746,139.063,1.965,3.192,0.000,1.563,2.100,2.192,1.594,0.000,0.000,1.406,0.000,1.802
4.110,138.022,140.513,1.984,3.140,0.503,0.794,2.797,2.609,0.460,0.000,1.641,0.730,0.000,0.003
4.120,138.349,140.530,2.485,2.676,1.784,0.000,1.089,1.241,0.000,0.000,2.731,0.281,0.312,0.000
4.130,138.715,138.914,3.729,2.817,2.211,0.000,0.000,0.000,0.000,0.179,2.581,0.929,1.205,0.000
4.140,137.943,136.520,5.330,4.508,1.545,0.000,0.000,0.000,0.000,0.787,1.629,2.566,0.379,0.000
4.150,135.247,133.892,7.392,7.898,0.422,0.146,0.000,0.000,0.000,1.168,0.584,3.958,0.000,0.000
4.160,130.923,130.109,10.396,11.778,0.156,0.000,2.826,1.217,0.000,0.751,0.000,3.771,0.000,0.841
4.170,125.753,124.057,13.767,14.632,0.999,0.000,4.981,3.499,0.000,0.000,0.000,1.968,1.146,0.000
4.180,120.295,116.327,16.054,16.293,1.384,0.000,3.962,2.151,0.000,0.000,0.000,0.052,2.017,0.000
4.190,114.511,108.802,17.122,17.891,0.000,0.000,1.101,0.000,1.370,0.000,0.000,0.000,1.561,0.000
4.200,107.806,102.425,18.739,20.323,0.000,0.800,0.000,0.000,2.880,0.000,0.000,0.191,0.515,0.000
4.210,99.791,96.202,22.160,23.506,0.000,1.475,0.000,0.000,2.972,0.000,0.143,0.436,0.568,0.000
4.220,90.970,88.674,26.196,26.850,0.000,1.096,0.803,0.000,1.474,1.096,0.000,0.000,2.112,0.000
4.230,82.238,79.919,28.719,29.610,0.000,0.035,1.334,1.880,0.000,1.531,0.000,0.000,3.364,0.000
4.240,73.974,71.531,29.445,30.886,0.228,0.000,0.914,2.067,0.000,1.948,0.000,0.000,2.580,0.000
4.250,66.151,64.690,30.139,30.281,0.000,0.000,0.291,0.441,0.000,2.801,0.000,0.000,0.449,0.889
4.260,58.784,58.927,32.088,28.854,0.000,0.000,0.000,0.000,0.000,3.199,1.909,0.868,0.000,2.686
4.270,51.556,53.084,34.160,28.521,0.000,0.890,0.000,0.000,0.000,1.850,2.799,2.314,0.000,3.099
4.280,43.685,46.783,33.825,29.829,0.949,1.654,0.000,0.000,0.000,0.000,1.549,1.310,0.912,1.466
4.290,35.125,40.450,29.978,30.920,3.529,2.241,1.523,1.282,0.000,0.000,0.000,0.000,2.209,0.000
4.300,27.465,34.481,24.344,29.637,5.511,2.885,4.308,1.380,0.000,0.000,0.000,0.000,3.461,0.000
4.310,22.706,29.139,19.927,26.193,6.158,3.769,7.164,0.000,0.082,0.000,0.000,0.000,4.426,0.000
4.320,21.167,24.925,18.163,22.624,6.288,4.958,8.785,0.000,1.118,0.718,0.000,1.218,4.285,0.000
4.330,21.022,22.069,17.786,20.005,7.619,6.813,9.406,0.000,1.733,3.081,0.000,3.357,2.825,0.000
4.340,19.784,19.592,16.573,17.678,11.068,10.388,10.891,0.000,1.582,3.532,0.000,2.706,1.070,0.000
4.350,16.120,15.943,13.965,15.120,16.216,16.888,14.947,0.000,0.881,2.056,0.000,0.034,0.199,0.000
4.360,10.749,10.988,11.390,12.875,22.384,26.469,21.592,1.541,0.295,0.000,0.000,0.000,0.301,0.000
4.370,5.985,6.494,9.934,11.171,29.528,37.930,29.422,2.595,0.162,0.000,2.328,0.000,0.526,0.993
4.380,3.841,4.090,8.698,9.042,37.755,49.923,37.080,1.824,0.032,0.000,3.397,0.000,0.238,2.290
4.390,3.965,3.527,6.259,5.793,46.435,62.294,44.444,0.000,0.000,0.000,1.207,0.000,0.000,3.342
4.400,3.944,3.575,3.055,2.509,54.513,75.965,52.442,0.000,0.000,0.713,0.000,0.000,0.000,3.783
4.410,2.160,3.744,1.113,1.058,61.810,91.520,61.656,0.000,0.000,1.491,0.000,0.000,0.695,3.111
4.420,0.000,4.074,1.457,1.732,69.461,108.083,71.453,1.405,0.000,0.714,0.000,0.000,1.187,1.640
4.430,0.000,3.992,2.739,2.654,78.454,123.651,80.772,3.915,0.000,0.000,0.176,0.000,0.182,0.453
4.440,0.000,2.721,2.763,1.858,87.812,136.351,89.126,4.796,0.000,0.000,1.737,0.000,0.000,0.000
4.450,1.343,0.606,0.817,0.000,94.984,145.432,96.185,3.749,0.000,0.574,0.637,0.137,0.000,0.000
4.460,1.099,0.000,0.000,0.000,98.324,151.429,100.957,1.935,0.000,3.454,0.000,0.176,0.000,0.000
4.470,0.000,0.000,0.000,0.000,98.577,155.248,102.268,0.778,0.021,4.762,0.000,0.000,0.000,0.000
4.480,0.000,0.000,0.000,0.000,97.539,156.554,100.027,0.562,3.185,3.143,0.000,0.084,1.006,0.000
4.490,0.000,0.000,0.000,1.017,95.886,153.365,95.465,0.017,4.494,0.026,0.000,0.998,1.447,0.327
4.500,0.000,0.000,0.734,0.934,92.681,144.114,89.950,0.000,1.234,0.000,0.000,1.248,1.845,0.374
4.510,0.624,0.000,0.807,0.217,86.558,129.910,83.843,0.000,0.000,0.000,0.729,0.000,1.801,0.000
4.520,0.432,0.000,0.000,0.000,77.295,113.876,76.702,1.384,0.000,1.504,1.180,0.000,0.644,0.000
4.530,0.000,0.000,0.000,0.065,66.460,98.298,68.315,16.506,14.406,1.715,0.916,0.000,0.000,0.000
4.540,0.000,0.000,0.000,0.372,56.339,83.299,59.225,38.305,38.439,0.000,0.089,0.000,0.000,0.000
4.550,0.000,1.162,0.000,0.567,47.974,68.360,50.317,57.828,59.660,0.000,0.000,0.000,1.094,0.442
4.560,0.000,2.153,0.000,0.855,40.420,53.850,42.140,69.497,70.956,0.000,0.000,0.000,2.354,0.573
4.570,0.000,0.754,0.008,1.255,31.980,40.311,34.424,75.261,74.956,2.437,0.000,0.000,1.426,0.000
